	Name	City	Rating	Reviews	Tags	Price	Region
0	Dogs	Seattle	5	5	['Hot Dogs']		Capitol Hill
1	An’Clair - Fairview	Seattle	5	8	['Cafes']		South Lake Union
2	Cafe Bar	Seattle	5	7	['Cafes', 'Coffee & Tea', 'Coffee Roasteries']		South Lake Union
3	Market	Seattle	5	6	['Farmers Market', 'Delis']	$$	
4	& Tings	Seattle	5	6	['Cajun/Creole', 'Food Trucks']	$$	Central District
5	Poke	Seattle	5	9	['Hawaiian', 'Poke']	$$	Queen Anne
6	City Market	Seattle	5	6	['Grocery', 'Breakfast & Brunch', 'Sandwiches']	$$	
7	Berry Farm Jam Stand	Seattle	5	7	['Specialty Food', 'Food Stands']	$$	Downtown
8	Bowl-Westlake	Seattle	5	5	['Korean', 'Barbeque', 'Fast Food']	$$	Denny Triangle
9	Bite Ceviches	Seattle	5	13	['Seafood', 'Food Stands']	$$	Beacon Hill
10		Seattle	5	12	['Chinese', 'Food Delivery Services']	$$	Seattle
11		Seattle	5	12	['Chinese', 'Food Delivery Services']	$$	Seattle
12	Queen Donuts & Deli	Seattle	5	5	['Bakeries', 'Barbeque']	$$	Industrial District
13	Madness	Seattle	5	12	['Food Trucks', 'Cheesesteaks', 'Comfort Food']	$$	Riverview
14	West	Seattle	5	11	['American (New)', 'Beverage Store']	$$	Junction
15	Chicken	Seattle	5	9	['American (Traditional)', 'Chicken Shop', 'Sandwiches']	$$	Downtown
16		Seattle	5	6	['American (New)']	$$	
17	woodfired pizza	Seattle	5	6	['Pizza']	$$	Cottage Grove
18	Shop by Porter	Seattle	5	5	['Furniture Stores', 'Restaurants', 'Coffee & Tea']	$$	Downtown
19	Cafe - By Chief Seattle Club	Seattle	5	6	['Cafes', 'Coffee & Tea', 'Breakfast & Brunch']	$$	Pioneer Square
20	Mocha Café - Plaza Center	Seattle	5	8	['Cafes', 'Desserts', 'Coffee & Tea']	$$	
21	Restaurant	Seattle	5	10	['Ethiopian']	$$	Columbia City
22	Michalisco	Seattle	5	6	['Ice Cream & Frozen Yogurt', 'Desserts', 'Mexican']	$$	
23	Lugar	Seattle	5	6	['International Grocery', 'Mexican', 'Cocktail Bars']	$$	Capitol Hill
24	Market and Deli	Seattle	5	6	['Grocery', 'Beer, Wine & Spirits', 'Delis']	$$	Downtown
25	bar	Seattle	5	7	['Sports Bars', 'American (Traditional)']	$$	Capitol Hill
26	Coffee Company	Seattle	5	47	['Cafes', 'Coffee & Tea', 'Coffee Roasteries']	$	Capitol Hill
27	Cafe & Juice Bar	Seattle	5	62	['Juice Bars & Smoothies', 'Cafes']	$	Central District
28	Tree & Bop	Seattle	5	25	['Coffee & Tea', 'Sandwiches', 'Asian Fusion']	$	First Hill
29	Corn	Seattle	5	16	['Mexican', 'Shaved Ice', 'Food Trucks']	$	
30	Sugar Baking Company	Seattle	5	13	['Bakeries', 'Vegan', 'Gluten-Free']	$	Atlantic
31	Taco Loco	Seattle	5	13	['Food Trucks', 'Mexican']	$	Ballard
32	World	Seattle	5	13	['Modern European']	$$	Capitol Hill
33	Tavern	Seattle	5	26	['Wine Bars', 'Russian', 'Beer Bar']	$$	Wallingford
34		Seattle	5	37	['Food Trucks', 'Chicken Wings']	$$	Fairmount Park
35	City - Belltown	Seattle	5	12	['Tacos']	$$	Belltown
36	Burgerz	Seattle	5	12	['Halal', 'Burgers', 'Caterers']	$$	Queen Anne
37	Esquina Cafe	Seattle	5	11	['Cafes']	$$	
38	Lightning BBQ	Seattle	5	11	['Barbeque', 'Food Trucks']	$$	Downtown
39	Pow Thai On Wheels	Seattle	5	43	['Fast Food', 'Thai', 'Noodles']	$$	Cottage Grove
40	Modern Fijian Cusine	Seattle	5	31	['Food Stands']	$$	
41	Kitchen	Seattle	5	10	['Mexican']	$$	Crown Hill
42	Chirashi Bowl	Seattle	5	10	['Japanese', 'Seafood']	$$	Downtown
43	Deli & Mart	Seattle	5	10	['Delis', 'Convenience Stores']	$$	South Lake Union
44	Sushi in Kaiseki	Seattle	5	243	['Sushi Bars', 'Japanese']	$$$$	Capitol Hill
45	Crespella	Seattle	5	9	['Street Vendors', 'Creperies']	$	Ballard
46	Silk Pie	Seattle	5	9	['Bakeries', 'Gluten-Free']	$$	Industrial District
47	Friend Derek’s	Seattle	5	17	['Food Trucks', 'Pizza']	$$	Fremont
48	Worlds Coffeehouse	Seattle	5	25	['Coffee & Tea', 'Vegetarian', 'Vegan']	$	Roosevelt
49	Cone Cafe	Seattle	5	33	['Coffee & Tea', 'Ice Cream & Frozen Yogurt', 'Cafes']	$	Rainier Beach
50	Counter At Old Ballard Catering	Seattle	5	65	['American (New)', 'Greek', 'Tacos']	$	Ravenna
51	Crabhouse	Seattle	5	8	['Pop-Up Restaurants', 'Singaporean', 'Seafood']	$	Seward Park
52	Malecon Mexican Food	Seattle	5	8	['Food Trucks', 'Mexican', 'Shaved Ice']	$	
53	Cow Seattle	Seattle	5	8	['Farmers Market', 'Food Stands']	$	Queen Anne
54	Restaurant	Seattle	5	22	['Halal', 'Mediterranean', 'Ethiopian']	$	Brighton
55	Foods	Seattle	5	51	['Empanadas', 'Bakeries', 'Argentine']	$	
56	Nothings and More	Seattle	5	7	['Pop-Up Restaurants', 'Desserts', 'Bakeries']	$	Leschi
57		Seattle	5	7	['Mediterranean', 'Filipino', 'Food Trucks']	$	Seattle
58	MX32	Seattle	5	7	['Mexican', 'Food Trucks']	$	Georgetown
59	and Steel	Seattle	5	7	['Food Trucks', 'Southern', 'Sandwiches']	$	Ballard
60	2 go	Seattle	5	7	['Thai']	$	Greenwood
61	Cafe	Seattle	5	95	['Coffee & Tea', 'Mexican', 'Breakfast & Brunch']	$	Wallingford
62		Seattle	5	26	['Mediterranean', 'Food Trucks']	$	Seattle
63	Grill	Seattle	5	19	['Wine Bars', 'American (New)', 'Venues & Event Spaces']	$	Wallingford
64	Sushi & Sake	Seattle	5	62	['Japanese', 'Sushi Bars']	$$$$	Lower Queen Anne
65	in Bosnia	Seattle	5	6	['Comfort Food']	$$$$	Lower Queen Anne
66	Coffee	Seattle	5	36	['Coffee & Tea', 'Breakfast & Brunch', 'Bagels']	$	Gatewood
67	Weather Bicycle and Cafe	Seattle	5	54	['Bikes', 'Bike Repair/Maintenance', 'Cafes']	$$	Capitol Hill
68	Games	Seattle	5	78	['Hobby Shops', 'Cafes', 'Tabletop Games']	$	Admiral
69	Latinos	Seattle	5	6	['Mexican', 'Food Trucks']	$	
70	Mak Thai Food	Seattle	5	42	['Thai']	$	Fairmount Park
71	Brazil	Seattle	5	6	['Brazilian', 'Beer Bar', 'Cocktail Bars']	$	Queen Anne
72	Market and Cafe	Seattle	5	36	['Cheese Shops', 'Tapas Bars', 'Cafes']	$	Central District
73	Edition Sushi	Seattle	5	71	['Sushi Bars']	$$$$	Capitol Hill
74	SABABA	Seattle	5	35	['Mediterranean', 'Desserts', 'Salad']	$$$$	Haller Lake
75	Changó	Seattle	5	23	['Cafes', 'Desserts', 'Coffee & Tea']	$	Ballard
76	Cambodian Foods	Seattle	5	46	['Cambodian']	$	
77	Ethiopian Corner	Seattle	5	34	['Food Stands', 'Ethiopian', 'Gluten-Free']	$	Seattle
78	Catrin	Seattle	5	83	['Mexican']	$$	
79	Coffee	Seattle	5	44	['Cafes']	$$	First Hill
80	Salads	Seattle	5	87	['Salad', 'Food Trucks']	$	Seattle
81	Molino	Seattle	5	27	['Mexican']	$$	Denny Triangle
82	Kick	Seattle	5	16	['Coffee & Tea', 'Beer, Wine & Spirits', 'Breakfast & Brunch']	$	Queen Anne
83	Amargo Chocolate Shop	Seattle	5	69	['Chocolatiers & Shops', 'Coffee & Tea', 'Mexican']	$$	Capitol Hill
84	Coffee	Seattle	5	127	['Coffee & Tea', 'Bakeries', 'Sandwiches']	$$	Lower Queen Anne
85		Seattle	5	37	['Ice Cream & Frozen Yogurt', 'Desserts', 'Korean']	$$	
86	of Mumbai	Seattle	5	21	['Indian', 'Caterers', 'Food Delivery Services']	$$	Fairmount Park
87	Life	Seattle	5	78	['Japanese', 'Poke', 'Desserts']	$$	
88	Ethiopian Cuisine	Seattle	5	232	['Ethiopian', 'Vegan']	$$	Hillman City
89	Dogs	Seattle	5	50	['Hot Dogs']	$	
90	Filipino Kitchen	Seattle	5	5	['Filipino', 'Food Stands']	$	Fremont
91	Snack Shop	Seattle	5	5	['Delis']	$	
92	Tonita	Seattle	5	20	['Mexican', 'Food Trucks']	$	
93	Burgers Ballard	Seattle	5	15	['Burgers']	$	Ballard
94	House	Seattle	5	5	['Vietnamese']	$	First Hill
95	Food Truck	Seattle	5	54	['Food Trucks', 'Thai']	$	Seattle
96	Garden	Seattle	5	49	['Chinese', 'Soup', 'Chicken Wings']	$	Greenwood
97	Blossom	Seattle	5	63	['Japanese', 'Sushi Bars']	$$	Belltown
98	& More	Seattle	5	58	['Sandwiches', 'Pizza', 'Mediterranean']	$$	Westlake
99	Chito	Seattle	5	72	['Mexican', 'Food Stands']	$	Cottage Grove
100	Chicken Supply	Seattle	4.5	62	['Chicken Shop', 'Filipino', 'Chicken Wings']	$	Phinney Ridge
101	and Broadway Taco Cart	New York	5	8	['Food Trucks', 'Mexican']	$	Harlem
102	LifeLine	New York	5	12	['Vegan', 'Bakeries']	$	Brooklyn
103	Famous Pizza & Chicken	New York	5	5	['Pizza']	$	Far Rockaway
104	& Griddle	New York	5	6	['Sandwiches', 'Breakfast & Brunch', 'Coffee & Tea']	$	
105	Helper	New York	5	12	['Cafes', 'Delis', 'Vegan']	$	East Williamsburg
106	Cradle	New York	5	17	['African', 'Juice Bars & Smoothies']	$	Seaside
107	Of Culture	New York	5	6	['African']	$	Bedford Stuyvesant
108	Moy kitchen & bar	New York	5	8	['Asian Fusion']	$	Greenwich Village
109	the Greek	New York	5	7	['Greek']	$	Upper East Side
110	Charli	New York	5	9	['Pizza']	$	West Village
111	By Christophe	New York	5	9	['French', 'Wine Bars', 'Desserts']	$	Upper West Side
112	Seafood Soul	New York	5	6	['Soul Food']	$	Williamsburg - North Side
113	Restaurant	New York	5	6	['Haitian', 'American (New)']	$	
114		New York	5	6	['Taiwanese']	$	East Williamsburg
115	Me Soups	New York	5	5	['Soup']	$	
116	BBQ	New York	5	5	['Caterers', 'Barbeque', 'Food Trucks']	$	Brooklyn
117		New York	5	10	['Pubs', 'American (Traditional)']	$$	Maspeth
118	Polish Deli	New York	5	17	['Delis']	$$	
119	Bretagne	New York	5	7	['Cafes', 'French', 'Creperies']	$$	
120	Latticini Deli	New York	5	13	['Delis', 'Salad', 'Sandwiches']	$$	
121	Latticini Deli	New York	5	13	['Delis', 'Salad', 'Sandwiches']	$$	
122	Haus	New York	5	9	['Salad', 'Juice Bars & Smoothies', 'Vegetarian']	$$	Crown Heights
123	Kitchen	New York	5	5	['Breakfast & Brunch', 'Bagels']	$$	
124	Tavern	New York	5	6	['Pubs', 'Sports Bars', 'Pizza']	$	
125	Chicken	New York	5	5	['Barbeque']	$	
126	Residency	New York	5	6	['Cafes']	$	Bedford Stuyvesant
127	Milk Coffee and Crepe	New York	5	23	['Coffee & Tea', 'Creperies', 'Cafes']	$	Crown Heights
128	Street Deli	New York	5	7	['Delis', 'Sandwiches']	$	Woodhaven
129	Market	New York	5	16	['Italian', 'Sandwiches']	$	
130	Eggies	New York	5	25	['Waffles', 'Food Stands']	$	East Village
131	Anthony’s Deli	New York	5	7	['Delis']	$	
132	Taste Of Italy	New York	5	5	['Delis', 'Italian']	$	City Island
133	125 Street Pizza Of Harlem	New York	5	6	['Pizza']	$	East Harlem
134	Supermarket & Deli	New York	5	5	['Delis']	$	Bedford Stuyvesant
135	Gourmet Deli	New York	5	7	['Salad', 'Breakfast & Brunch', 'Sandwiches']	$	
136	Saloon & Cafe	New York	5	26	['Hair Salons', 'Cafes', 'Cocktail Bars']	$	
137	Neige Vegan Patisserie	New York	5	5	['Vegan', 'Custom Cakes', 'Patisserie/Cake Shop']	$	East Harlem
138	Cafe	New York	5	5	['Cafes']	$	Crown Heights
139	Deli	New York	5	5	['Delis', 'Sandwiches']	$	
140		New York	5	8	['Japanese']	$	Midtown West
141		New York	5	8	['Japanese']	$	Midtown West
142	Local Deli	New York	5	32	['Delis', 'Latin American']	$	
143	Kosher Wines	New York	5	5	['Kosher', 'Beer, Wine & Spirits']	$	
144	Sideboard	New York	5	5	['Sandwiches', 'International Grocery', 'Beer, Wine & Spirits']	$	Gowanus
145	Halal Gyro & Grill	New York	5	5	['Halal', 'Food Trucks']	$	Midwood
146	Jalapeno taqueria	New York	5	9	['Mexican', 'Food Trucks']	$	West Village
147	Corner	New York	5	5	['Delis', 'Convenience Stores', 'Pizza']	$	Jackson Heights
148	Kabab	New York	5	7	['Middle Eastern']	$	Bay Ridge
149	Paris Dakar restaurant	New York	5	17	['Creperies', 'Cafes']	$	Crown Heights
150	Meats & Provisions	New York	5	5	['Meat Shops', 'Delis', 'Grocery']	$	
151	Kosher Pizza	New York	5	5	['Pizza']	$	Borough Park
152	Milk Tea	New York	5	7	['Coffee & Tea', 'Food Stands']	$	Lower East Side
153	Marie’s Pizza Restaurant	New York	5	9	['Pizza', 'Italian']	$	
154	Loui	New York	5	6	['Seafood', 'Cajun/Creole']	$	
155	Bundtz Pizza	New York	5	8	['Pizza']	$	
156		New York	5	44	['Juice Bars & Smoothies', 'Acai Bowls', 'Vegan']	$	
157	NYC	New York	5	7	['Comfort Food']	$	Williamsburg - North Side
158	Chick	New York	5	5	['Chicken Shop', 'Southern', 'Breakfast & Brunch']	$	Union Square
159		New York	5	6	['American (Traditional)']	$	Midtown East
160	Halal Meat & Food Market	New York	5	5	['Delis', 'Sandwiches', 'Meat Shops']	$	
161	Hot Dogs	New York	5	6	['Hot Dogs', 'Food Trucks']	$	
162		New York	5	11	['Caterers', 'Bakeries', 'French']	$	Bedford Stuyvesant
163	Cafe	New York	5	7	['Pizza', 'Sandwiches', 'Breakfast & Brunch']	$	Woodside
164	Delicatessen	New York	5	6	['Sandwiches']	$	
165	Food Shop	New York	5	22	['Delis']	$	Douglaston
166	Vegan Deli	New York	5	8	['Vegan', 'Vegetarian', 'Breakfast & Brunch']	$	Bedford Stuyvesant
167		New York	5	9	['Mexican', 'Wine Bars', 'Cocktail Bars']	$	Meatpacking District
168	King	New York	5	6	['Caribbean', 'Italian', 'Mexican']	$	Queens Village
169	Vitale Truck	New York	5	6	['Food Trucks', 'Pizza']	$	
170	Bistro & Catering	New York	5	5	['Soul Food', 'American (New)', 'Caribbean']	$	
171	Gardenias	New York	5	5	['Food Trucks', 'Mexican']	$	
172	Wine Bar+Food	New York	5	16	['Wine Bars', 'Italian']	$	Lower East Side
173		New York	5	9	['Mexican', 'Wine Bars', 'Cocktail Bars']	$	Meatpacking District
174	King	New York	5	6	['Caribbean', 'Italian', 'Mexican']	$	Queens Village
175	a Mexico	New York	5	5	['Mexican']	$	
176	Vitale Truck	New York	5	6	['Food Trucks', 'Pizza']	$	
177	Restaurant	New York	5	5	['Bangladeshi']	$	Jamaica
178	Deli	New York	5	5	['Delis']	$	Morningside Heights
179		New York	5	11	['Ramen']	$	
180		New York	5	5	['Szechuan']	$	Downtown Flushing
181	Bay	New York	5	6	['Middle Eastern', 'Food Trucks', 'Halal']	$	Theater District
182	Tea	New York	5	7	['Tea Rooms', 'Coffee & Tea', 'Cafes']	$	Bedford Stuyvesant
183		New York	5	7	['American (New)', 'Cocktail Bars']	$	Midtown West
184		New York	5	5	['Coffee & Tea', 'Vegan', 'Sandwiches']	$	Greenpoint
185	Odyssey	New York	5	5	['Food Trucks', 'Barbeque']	$	Jersey City
186	Place Omakase	New York	5	20	['Japanese', 'Sushi Bars']	$$$$	Astoria
187	Michel Cafe and Food Art	New York	5	20	['Cupcakes', 'Custom Cakes', 'Themed Cafes']	$	Bushwick
188	Mexican Grill - Birria Truck	New York	5	7	['Food Trucks', 'Halal', 'Tacos']	$	Fresh Meadows
189	Bar	New York	5	6	['Tapas/Small Plates', 'Coffee & Tea', 'Cocktail Bars']	$	Midtown West
190	Beauty/Fashion Labo	New York	5	5	['Cafes', 'Hair Salons', 'Cosmetics & Beauty Supply']	$	Park Slope
191	Beauty/Fashion Labo	New York	5	5	['Cafes', 'Hair Salons', 'Cosmetics & Beauty Supply']	$	Park Slope
192	Deli	New York	5	9	['Delis', 'Coffee & Tea', 'Sandwiches']	$	
193	Biscochito	New York	5	5	['Bakeries', 'Latin American', 'Mexican']	$	Morrisania
194	Xochimilco	New York	5	7	['Breakfast & Brunch', 'Cafes', 'Sandwiches']	$	Long Island City
195	Restaurant	New York	5	6	['Salvadoran', 'Mexican']	$	
196	International Cafe	New York	5	5	['Cafes']	$	Woodside
197	E Jobo Corporation	New York	5	5	['Restaurants']	$	Fordham
198	Querido	New York	5	5	['Bakeries', 'Coffee Roasteries', 'Colombian']	$	Greenpoint
199	Dog Jay’s	New York	5	11	['Hot Dogs', 'Food Trucks']	$	Little Falls
200	Gourmet	New York	5	10	['Grocery', 'Greek', 'Mediterranean']	$	
201	La Carreta	Los Angeles,	5	5	['Seafood', 'Mexican', 'Street Vendors']	$	
202	Palomos	Los Angeles,	5	5	['Tacos', 'Food Trucks']	$	South Park
203	Kong Restaurant	Los Angeles,	5	7	['Restaurants']	$	Florence
204	Ga Neh	Los Angeles,	5	11	['Korean']	$	Pico-Union
205	Sushi LA	Los Angeles,	5	8	['Personal Chefs', 'Gluten-Free', 'Sushi Bars']	$	Beverly Crest
206	Saraba	Los Angeles,	5	7	['Caribbean']	$	Historic South Central
207	Fruit	Los Angeles,	5	23	['Creperies', 'Shaved Ice', 'Ice Cream & Frozen Yogurt']	$	
208	De Ensenada	Los Angeles,	5	5	['Caterers', 'Food Stands']	$	Atwater Village
209	Restaurant	Los Angeles,	5	5	['Mexican']	$	
210	Burger	Los Angeles,	5	5	['Food Trucks', 'Burgers']	$	Fairfax
211	Cafe & Catering	Los Angeles,	5	8	['Cafes', 'Caterers', 'Sandwiches']	$	
212	kosher food	Los Angeles,	5	5	['Kosher']	$	Valley Village
213	Sushi	Los Angeles,	5	20	['Japanese']	$$	Downtown
214	Elizalde	Los Angeles,	5	6	['Tacos', 'Food Stands']	$$	Historic South Central
215	J.A.M.	Los Angeles,	5	9	['Vegan', 'Food Delivery Services']	$$	
216	y Mariscos El Jefe	Los Angeles,	5	6	['Food Trucks', 'Tacos']	$$	Downey 
217	“viky”	Los Angeles,	5	10	['Mexican']	$	Boyle Heights
218	Miss Cafe	Los Angeles,	5	12	['Cafes', 'Coffee & Tea', 'Breakfast & Brunch']	$	Mid-Wilshire
219	Daddy’s Recipes	Los Angeles,	5	6	['Caterers', 'Cooking Classes', 'Pop-Up Restaurants']	$	Hollywood Hills West
220	Sushi and Roll	Los Angeles,	5	47	['Sushi Bars', 'Food Delivery Services', 'Salad']	$$	Wilshire Center
221		Los Angeles,	5	27	['Mexican', 'Breakfast & Brunch', 'American (New)']	$$	Boyle Heights
222	Chee	Los Angeles,	5	28	['Falafel', 'Pop-Up Restaurants']	$$	
223	Cortes Espresso Bar	Los Angeles,	5	7	['Coffee & Tea', 'Ice Cream & Frozen Yogurt', 'Waffles']	$$	North Hills
224	Tacos	Los Angeles,	5	5	['Food Stands', 'Mexican']	$$	East Hollywood
225	Burger Premium Grill	Los Angeles,	5	8	['Japanese', 'Burgers', 'Salad']	$$	
226	Shawarma	Los Angeles,	5	5	['Food Trucks', 'Mediterranean']	$$	
227	Bar	Los Angeles,	5	25	['Bakeries', 'Caterers', 'Middle Eastern']	$$	Glendale
228	Caseras Colombianas	Los Angeles,	5	6	['Colombian']	$$	
229	Pizza	Los Angeles,	5	5	['Pizza', 'Chicken Wings']	$$	
230	y Pupuseria Lemus	Los Angeles,	5	5	['Salvadoran']	$$	
231	Kitchen - South Bay	Los Angeles,	5	7	['Salad', 'American (New)', 'Wraps']	$$	
232	Sazón de Cuquis	Los Angeles,	5	7	['Tacos']	$$	
233	pizza party	Los Angeles,	5	5	['Caterers', 'Salad', 'Pizza']	$$	Venice
234	Zempoal Mixe	Los Angeles,	5	5	['Tacos']	$$	Sawtelle
235	Bob	Los Angeles,	5	18	['Mexican', 'Food Stands']	$$	Echo Park
236	Bakery	Los Angeles,	5	11	['Bakeries', 'Vegan', 'Gluten-Free']	$$	Sun Valley
237	La Chingona	Los Angeles,	5	7	['Tacos']	$$	Florence
238	Quetzalcoatl	Los Angeles,	5	5	['Mexican', 'Food Trucks']	$$	
239		Los Angeles,	5	7	['Juice Bars & Smoothies', 'Pop-Up Restaurants']	$$	Pico-Union
240	Restaurant	Los Angeles,	5	6	['Mexican', 'Salvadoran']	$$	North Hills
241		Los Angeles,	5	6	['Smokehouse', 'Barbeque']	$$	Downtown
242	Stand	Los Angeles,	5	5	['Mexican', 'Food Stands']	$$	El Sereno
243	Los Poblanos	Los Angeles,	5	10	['Food Trucks', 'Tacos']	$$	Florence
244	Juarez Estilo Tijuana	Los Angeles,	5	10	['Tacos']	$$	South Park
245	Market	Los Angeles,	5	6	['Grocery', 'International Grocery', 'Delis']	$$	
246	Y Cocina El Malecon	Los Angeles,	5	5	['Seafood', 'Seafood Markets']	$$	
247	Teriyaki Grill	Los Angeles,	5	7	['Sushi Bars', 'Japanese', 'Burgers']	$$	Boyle Heights
248	Chiris Antojitos	Los Angeles,	5	22	['Food Trucks', 'Mexican']	$$	North Hollywood
249	Felix - Cemitas Poblanas	Los Angeles,	5	12	['Food Trucks', 'Mexican']	$	Venice
250	Creperie D Andy	Los Angeles,	5	10	['Street Vendors', 'Creperies']	$	
251		Los Angeles,	5	12	['Coffee & Tea', 'Sandwiches', 'Breakfast & Brunch']	$	Downtown
252	Cafe	Los Angeles,	5	9	['Cafes']	$	Downtown
253	kabab	Los Angeles,	5	14	['Mediterranean']	$	
254	8 Sushi Fusion	Los Angeles,	5	5	['Asian Fusion']	$	Los Feliz
255	Berlina	Los Angeles,	5	19	['Coffee & Tea', 'Sandwiches', 'Bakeries']	$	
256	Grain	Los Angeles,	5	5	['Food Trucks', 'Wraps']	$	Los Angeles
257	Man LA	Los Angeles,	5	7	['Fruits & Veggies', 'Food Delivery Services', 'Live/Raw Food']	$	Pacific Palisades
258	Pizza	Los Angeles,	5	12	['Pizza', 'Italian', 'Salad']	$	Studio City
259	La Humadera Estilo Tijuana	Los Angeles,	5	12	['Tacos']	$	Historic South Central
260	Moody Vegan	Los Angeles,	5	17	['Vegan', 'Desserts', 'Food Trucks']	$	San Fernando Valley
261	Ju	Los Angeles,	5	27	['Korean', 'Barbeque']	$	Koreatown
262		Los Angeles,	5	25	['Food Stands', 'Chicken Shop', 'Soul Food']	$	Larchmont
263	Girl	Los Angeles,	5	12	['Seafood', 'Cocktail Bars', 'Tapas/Small Plates']	$	Hollywood Hills West
264	Comal De Mexico Catering	Los Angeles,	5	21	['Mexican', 'Caterers']	$	
265	& Night Cereal Bar	Los Angeles,	5	8	['Breakfast & Brunch', 'Food Trucks']	$	Los Angeles
266	Tacos	Los Angeles,	5	9	['Food Trucks', 'Tacos']	$	Boyle Heights
267	Mexican Restaurant	Los Angeles,	5	9	['Mexican']	$$	Broadway-Manchester
268	5 y 10	Los Angeles,	5	6	['Tacos', 'Breakfast & Brunch']	$$	Mid-City
269		Los Angeles,	5	22	['Asian Fusion', 'Korean', 'Sandwiches']	$$	Downtown
270	Los Angeles	Los Angeles,	5	7	['Filipino', 'Asian Fusion', 'Food Trucks']	$$	Los Angeles 
271	Mariscos	Los Angeles,	5	14	['Seafood', 'Food Trucks']	$$	
272	Yerevan Restaurant	Los Angeles,	5	6	['Mediterranean']	$$	
273	Pizza Stix	Los Angeles,	5	8	['Food Trucks', 'Pizza']	$$	Los Angeles
274		Los Angeles,	5	15	['Thai', 'Specialty Food', 'Food Delivery Services']	$$	Los Angeles
275	el Rey - Temp. CLOSED	Los Angeles,	5	7	['Creperies']	$$	Historic South Central
276	Street Market	Los Angeles,	5	9	['Convenience Stores', 'Delis', 'Juice Bars & Smoothies']	$$	Downtown
277		Los Angeles,	5	12	['Japanese', 'Poke', 'Asian Fusion']	$$	Koreatown
278		Los Angeles,	5	12	['Japanese', 'Poke', 'Asian Fusion']	$$	Koreatown
279	Factory	Los Angeles,	5	9	['Sandwiches', 'Donuts', 'Juice Bars & Smoothies']	$$	Eagle Rock
280	Tacos & Kabob	Los Angeles,	5	9	['Mexican', 'Mediterranean', 'Latin American']	$$	North Hollywood
281	Mani Pizza	Los Angeles,	5	5	['Pizza', 'Food Trucks']	$$	Historic South Central
282	Los Musubi	Los Angeles,	5	18	['Hawaiian', 'Pop-Up Restaurants', 'Street Vendors']	$$	Boyle Heights
283	Bistro Coffee Shop	Los Angeles,	5	11	['Coffee & Tea', 'Fast Food']	$	Encino
284	& Cheeky	Los Angeles,	5	6	['Desserts', 'Custom Cakes', 'Gluten-Free']	$	Sun Valley
285	Mia	Los Angeles,	5	11	['Food Delivery Services', 'Mexican']	$	Historic South Central
286	y Mas Familia Castro	Los Angeles,	5	38	['Breakfast & Brunch', 'Tacos']	$	North Hollywood
287	2 Go	Los Angeles,	5	6	['Barbeque', 'Korean']	$	Koreatown
288	Hung	Los Angeles,	5	8	['Tacos', 'Street Vendors']	$	North Hills
289	Ranas Food Truck	Los Angeles,	5	5	['Food Trucks', 'Mexican']	$$	North Hollywood
290		Los Angeles,	5	5	['Kebab', 'Mediterranean']	$$	Larchmont
291	Nom Cafe	Los Angeles,	5	15	['Juice Bars & Smoothies', 'Cafes']	$$	Downtown
292	Isshoku	Los Angeles,	5	9	['Sushi Bars']	$$	Downtown
293		Los Angeles,	5	5	['Indonesian', 'Caterers']	$	Toluca Lake
294	With Dres	Los Angeles,	5	10	['Pop-Up Restaurants']	$	Downtown
295	at Harlowe	Los Angeles,	5	14	['French', 'Mediterranean', 'Moroccan']	$	
296	Sazon K-tracho #3	Los Angeles,	5	5	['Honduran']	$	Downtown
297	El Diablito	Los Angeles,	5	9	['Chicken Wings', 'Food Stands', 'Mexican']	$	
298	Grange Breakfast Cafe	Chicago	5	4	['Breakfast & Brunch']	$	
299	Beef Hut	Chicago	5	10	['Cheesesteaks']	$	
300	restaurant	Chicago	5	8	['African', 'Somali']	$	Near North Side
301	Morning Delight	Chicago	5	6	['Breakfast & Brunch', 'Mexican']	$	North Center
302	Kitchen	Chicago	5	5	['Puerto Rican']	$	West Town
303	Deli	Chicago	5	5	['Mediterranean', 'Delis']	$	Norwood Park
304	Embassy Public House	Chicago	5	9	['Sports Bars', 'American (Traditional)']	$	University Village
305	Occasional Restaurant	Chicago	5	7	['Seafood']	$$	Albany Park
306	Molcajetes	Chicago	5	6	['Tacos', 'Tex-Mex']	$$	Logan Square
307	Chef	Chicago	5	12	['Chinese', 'Bubble Tea']	$$	
308	Taco Stop	Chicago	5	6	['Mexican']	$$	Ravenswood
309	Pizza & Pastry	Chicago	5	6	['Pizza', 'Desserts', 'Coffee & Tea']	$$	River North
310		Chicago	5	7	['Breakfast & Brunch', 'Latin American']	$$	Irving Park
311	Restaurant	Chicago	5	5	['Modern European', 'American (Traditional)', 'Breakfast & Brunch']	$$	Edgewater
312	Crowd Theater	Chicago	5	14	['Comedy Clubs', 'Chicken Wings']	$	Wrigleyville
313	Latin Cafe	Chicago	5	9	['Latin American', 'Coffee & Tea', 'Sandwiches']	$	Logan Square
314	Diner	Chicago	5	9	['Chicken Wings', 'Fast Food']	$	
315	General Bakery Cafe	Chicago	5	9	['Cafes', 'Bakeries']	$	
316	Kitchen	Chicago	5	7	['Salvadoran']	$	
317	Vida Catering	Chicago	5	15	['Italian']	$	Irving Park
318	& fire	Chicago	5	7	['Filipino', 'Pop-Up Restaurants', 'Asian Fusion']	$	East Garfield Park
319		Chicago	5	8	['Comfort Food', 'Sandwiches', 'Seafood']	$	
