	Name	City	Rating	Reviews	Tags	Price	Region
1323	Dark Room at Saint Kate	Milwaukee	5	12	['Wine Bars', 'Steakhouses', 'American (New)']	$$	Downtown
1324		Milwaukee	5	54	['Spanish', 'Wine Bars']	$$	Historic Third Ward
1325	King	Milwaukee	5	18	['Arabic', 'Halal', 'Sandwiches']	$$	Riverwest
1326	Cheesesteaks	Milwaukee	5	8	['Sandwiches', 'Cheesesteaks', 'Fast Food']	$	
1327	Taco Feliz	Milwaukee	5	24	['Mexican', 'Food Trucks']	$	
1328	on Blue Mound	Milwaukee	5	7	['Breakfast & Brunch']	$	
1329	Smokehouse	Milwaukee	5	14	['Food Trucks', 'Smokehouse', 'Barbeque']	$	
1330	Them While They’re Hot Tamales	Milwaukee	5	14	['Mexican', 'Street Vendors']	$	Morgan Heights
1331	Coffee Bar - Wauwatosa	Milwaukee	5	42	['Coffee & Tea', 'Cafes', 'Beer Bar']	$	
1332	by Maranta	Milwaukee	5	6	['Mexican', 'Food Trucks', 'Vegetarian']	$	Bronzeville
1333	Orenda	Milwaukee	5	6	['Food Trucks', 'American (Traditional)', 'Mexican']	$	
1334	Pizza	Milwaukee	5	18	['Pizza']	$	Historic Third Ward
1335	7 Estrellas	Milwaukee	5	18	['Food Trucks', 'Tacos']	$	Morgandale
1336	Creek Factory Cafe	Milwaukee	5	6	['Cafes', 'Coffee & Tea']	$	Menomonee River Valley
1337	Pizzeria	Milwaukee	5	12	['Pizza', 'Pasta Shops', 'Sandwiches']	$	
1338	Foods	Milwaukee	5	35	['Indian']	$	
1339	Star Cafe	Milwaukee	5	189	['Halal', 'Somali']	$	Lower East Side
1340	Bubble Waffle Café	Milwaukee	5	33	['Desserts', 'Waffles']	$	Bay View
1341	& Momo Himalayan Restaurant	Milwaukee	5	11	['Himalayan/Nepalese', 'Indian']	$	
1342	Gyros & Pizza	Milwaukee	5	107	['Greek', 'American (New)', 'Pizza']	$	
1343	Arepa	Milwaukee	5	31	['Food Trucks', 'Venezuelan']	$	Walker's Point
1344	Xpert	Milwaukee	5	67	['Taiwanese', 'Chinese']	$	Westown
1345	At 225	Milwaukee	5	46	['Food Trucks', 'Barbeque']	$	Menomonee Falls
1346	Subs & Deli Shop	Milwaukee	5	5	['Sandwiches', 'Cafes', 'Delis']	$	Enderis Park
1347	Bakery & Cafe	Milwaukee	5	30	['Gluten-Free', 'Bakeries', 'Cafes']	$	Bay View
1348	At Large	Milwaukee	5	5	['Cafes', 'Art Galleries', 'Coffee & Tea']	$	Walker's Point
1349	Cafe	Milwaukee	5	10	['Coffee & Tea', 'Breakfast & Brunch', 'Hookah Bars']	$	Riverside Park
1350	MKE	Milwaukee	5	20	['Food Trucks', 'Burgers']	$	
1351	Bakery & Cafe	Milwaukee	5	79	['Bakeries', 'Soup', 'Cafes']	$	Walnut Hill
1352	Meat Market	Milwaukee	5	184	['Meat Shops', 'Delis', 'Butcher']	$$	
1353	La Sierrita	Milwaukee	5	13	['Mexican']	$$	Lincoln Village
1354	Cafe	Milwaukee	5	29	['Cafes', 'Sandwiches', 'Breakfast & Brunch']	$	Walker's Point
1355	Signature Cuisine	Milwaukee	5	106	['New Mexican Cuisine', 'Latin American']	$$	
1356	& Grind Cafe	Milwaukee	5	4	['Coffee & Tea', 'Breakfast & Brunch']	$$	Harambee
1357	Coffee Bar	Milwaukee	5	4	['Coffee & Tea', 'Food Trucks', 'Breakfast & Brunch']	$$	Milwaukee
1358	Dogs	Milwaukee	5	20	['Hot Dogs', 'Street Vendors']	$	Downtown
1359	Farm Bowls	Milwaukee	5	4	['Wraps', 'Falafel']	$	Uptown Crossing
1360	Basil	Milwaukee	4.5	106	['Thai', 'Laotian', 'Asian Fusion']	$$	
1361	Tlaxcalteca Restaurant	Milwaukee	4.5	27	['Mexican']	$$	Historic Mitchell Street
1362		Milwaukee	4.5	23	['Comfort Food']	$$	Westown
1363	Bazzar Restaurant	Milwaukee	4.5	15	['Middle Eastern', 'Mediterranean']	$$	Town of Lake
1364	Waffles	Milwaukee	4.5	26	['Food Trucks', 'Waffles', 'Caterers']	$	Milwaukee
1365	Pizza	Milwaukee	4.5	11	['Pizza', 'Italian']	$	
1366	Sandwich & Social House	Milwaukee	4.5	44	['Sandwiches']	$$	Historic Third Ward
1367	Deli	Milwaukee	4.5	18	['American (Traditional)', 'Diners', 'Breakfast & Brunch']	$$	
1368	Fresh Spring Rolls	Milwaukee	4.5	28	['American (Traditional)']	$$	Roosevelt Grove
1369	and Bowl	Milwaukee	4.5	21	['Sports Bars', 'Venues & Event Spaces', 'Pizza']	$	
1370		Milwaukee	4.5	14	['Bars', 'Burgers', 'American (New)']	$	
1371	Boba Tea	Milwaukee	4.5	7	['Coffee & Tea', 'Bubble Tea', 'Sandwiches']	$	Uptown Crossing
1372	Cocina	Milwaukee	4.5	44	['Italian', 'Pizza', 'Sandwiches']	$$	Lower East Side
1373	Pleasures Eatery	Milwaukee	4.5	10	['Southern']	$$	
1374	Plants	Milwaukee	4.5	100	['Vegan', 'Vegetarian']	$$	Mitchell Field
1375	Gate Restaurant	Milwaukee	4.5	119	['Middle Eastern', 'Syrian', 'Falafel']	$$	Historic Mitchell Street
1376	Café	Milwaukee	4.5	13	['Cafes']	$	Uptown Crossing
1377	Grill	Milwaukee	4.5	118	['Mexican']	$	St. Armellians
1378	Tuna	Milwaukee	4.5	143	['Sushi Bars', 'Poke', 'Ramen']	$$	
1379	Place Cafe	Milwaukee	4.5	98	['Breakfast & Brunch', 'Sandwiches', 'Coffee & Tea']	$$	Park Place
1380	- Bayshore	Milwaukee	4.5	22	['Poke', 'Salad', 'Asian Fusion']	$$	
1381		Milwaukee	4.5	34	['Wine Bars', 'Tapas/Small Plates', 'Cocktail Bars']	$$	Menomonee River Valley
1382	Place	Milwaukee	4.5	40	['Venezuelan']	$$	
1383	Sandwich	Milwaukee	4.5	43	['Sandwiches', 'Salad']	$$	
1384	Little Italy	Milwaukee	4.5	285	['Italian', 'Pizza', 'Wine Bars']	$$	Bay View
1385	- Brookfield	Milwaukee	4.5	106	['Poke', 'Salad', 'Asian Fusion']	$$	
1386	Cafe	Milwaukee	4.5	9	['Bakeries', 'Puerto Rican', 'Cafes']	$$	Clarke Square
1387	Chef’s Table	Milwaukee	4.5	24	['Venues & Event Spaces', 'Diners', 'American (New)']	$$	Walker's Point
1388	Fondita De Milwaukee	Milwaukee	4.5	12	['Mexican']	$$	Muskego Way
1389	Chinampa	Milwaukee	4.5	6	['Mexican']	$$	Root Creek
1390	Crema	Milwaukee	4.5	24	['Pancakes', 'Sandwiches']	$$	
1391	Pasta	Milwaukee	4.5	38	['Pasta Shops', 'Italian', 'Gelato']	$$	Downtown
1392	Café	Milwaukee	4.5	288	['Greek', 'Mediterranean']	$	
1393	2 Go	Milwaukee	4.5	29	['Chinese']	$$	
1394	by Rice n Roll	Milwaukee	4.5	129	['Sushi Bars', 'Asian Fusion', 'Ramen']	$$	
1395	World Deli	Milwaukee	4.5	20	['Delis', 'Sandwiches', 'Imported Food']	$	
1396	Irish Pub	Milwaukee	4.5	20	['Irish Pub', 'Irish']	$	Burnham Park
1397	Cold-Pressed Juicery	Milwaukee	4.5	34	['Juice Bars & Smoothies', 'Vegan', 'Vegetarian']	$$	Walker's Point
1398	Original	Milwaukee	4.5	144	['Cocktail Bars', 'American (New)', 'Breakfast & Brunch']	$$	Riverside Park
1399	- Third Ward	Milwaukee	4.5	53	['Poke', 'Salad', 'Asian Fusion']	$$	Historic Third Ward
1400	Italian Market	Milwaukee	4.5	528	['Delis', 'Italian', 'International Grocery']	$$	Lower East Side
1401	Kitchen & Grill	Milwaukee	4.5	11	['Food Trucks', 'Caribbean', 'African']	$	Riverwest
1402	Kine Grindz	Milwaukee	4.5	552	['Hawaiian', 'Barbeque', 'Delis']	$$	
1403	Plane View	Milwaukee	4.5	16	['American (Traditional)', 'Salad', 'Pizza']	$$	Mitchell Field
1404	Cafe	Milwaukee	4.5	8	['Himalayan/Nepalese']	$$	
1405	Coffee Roasters	Milwaukee	4.5	16	['Cafes', 'Coffee & Tea']	$	Historic Third Ward
1406	Poke	Milwaukee	4.5	85	['Sushi Bars', 'Juice Bars & Smoothies', 'Poke']	$$	
1407	Cafe	Milwaukee	4.5	45	['Cafes', 'Beer Bar', 'Caribbean']	$$	Walker's Point
1408	Schulz Delicatessen and Pastry Shoppe	Milwaukee	4.5	50	['Delis', 'Sandwiches', 'Patisserie/Cake Shop']	$	
1409		Milwaukee	4.5	254	['American (New)']	$$$	Walker's Point
1410	Coffee Roasting Co	Milwaukee	4.5	34	['Coffee Roasteries', 'Cafes']	$	
1411	Cafe	Milwaukee	4.5	177	['American (New)', 'Burgers']	$	
1412	Shack	Milwaukee	4.5	26	['Middle Eastern', 'Pizza', 'Chicken Shop']	$	
1413	Allis Cheese & Sausage Shoppe	Milwaukee	4.5	279	['Cheese Shops', 'Breakfast & Brunch', 'Desserts']	$$	
1414	Kitchen	Baltimore	4.5	24	['Seafood']	$$	
1415	Pint House	Baltimore	4.5	42	['American (Traditional)', 'Bars']	$$	
1416	& Harold’s Pizza	Baltimore	4.5	6	['Pizza']	$$	
1417	Corner 2	Baltimore	4.5	12	['Bars', 'Diners']	$$	
1418	Pizza	Baltimore	4.5	12	['Pizza', 'Salad', 'Sandwiches']	$	
1419	Chubby Hawaiian	Baltimore	5	2	['Hawaiian', 'Food Trucks']	$	Baltimore 
1420	Farmhouse Cafe	Baltimore	5	2	['American (Traditional)', 'Breakfast & Brunch', 'Diners']	$	
1421	Drive In	Baltimore	4	22	['Ice Cream & Frozen Yogurt', 'Fast Food']	$	
1422		Baltimore	2.5	3	['Sandwiches']	$	
1423	Queen Grill & Chill	Baltimore	1	1	['Fast Food', 'Ice Cream & Frozen Yogurt', 'Burgers']	$	
1424	Locker Plant	Baltimore	1	1	['Fast Food', 'Ice Cream & Frozen Yogurt', 'Burgers']	$	
1425	Cafe	Baltimore	1	1	['Fast Food', 'Ice Cream & Frozen Yogurt', 'Burgers']	$	
1426	Diner	Baltimore	1	1	['Fast Food', 'Ice Cream & Frozen Yogurt', 'Burgers']	$	
1427	Choo Cafe	Atlanta	4.5	23	['Bakeries', 'Breakfast & Brunch', 'Cafes']	$	
1428	Pub & Package Store	Atlanta	1	1	['Beer, Wine & Spirits', 'Pizza']	$	
1429	Smurf Concessions	Atlanta	1	1	['Beer, Wine & Spirits', 'Pizza']	$	
1430	Cafe	Atlanta	1	1	['Beer, Wine & Spirits', 'Pizza']	$	
1431	Eagle Stop	Austin	4.5	4	['Coffee & Tea', 'Ice Cream & Frozen Yogurt', 'Pizza']	$	
1432	Queen Store	Austin	3.5	5	['Ice Cream & Frozen Yogurt', 'Burgers', 'Fast Food']	$	
1433	Pizza & Sub	Austin	3	9	['Pizza']	$$	
1434	House	Austin	3	9	['Diners', 'Breakfast & Brunch', 'American (Traditional)']	$$	
1435	Pizza	Austin	3	9	['Diners', 'Breakfast & Brunch', 'American (Traditional)']	$$	
1436	Diner	Austin	3	9	['Diners', 'Breakfast & Brunch', 'American (Traditional)']	$$	
1437	Nine	Jacksonville	5	16	['Thai', 'Salad', 'Noodles']	$$	Northside
1438	Z Grill	Jacksonville	5	9	['Mediterranean', 'American (Traditional)']	$$	Greater Arlington
1439	Joe’s Cafe By Akel’s	Jacksonville	5	8	['Delis', 'Sandwiches']	$	Riverside
1440	Cucina	Jacksonville	5	5	['Food Trucks', 'Italian', 'Pizza']	$	
1441		Jacksonville	5	6	['Seafood', 'Sandwiches']	$	Northside
1442	Dream Food Truck	Jacksonville	5	10	['Mediterranean', 'Halal', 'Food Trucks']	$	Jacksonville
1443	J’s Cafe	Jacksonville	5	6	['Cafes']	$	Southside
1444	By Liz Grenamyer	Jacksonville	5	7	['Desserts', 'Wine Bars', 'Seafood']	$$	Westside
1445	Slava Cafe	Jacksonville	5	6	['Ukrainian', 'Breakfast & Brunch', 'Coffee & Tea']	$$	Riverside
1446		Jacksonville	5	8	['Juice Bars & Smoothies', 'Salad', 'Acai Bowls']	$$	Riverside
1447	Snack Bar	Jacksonville	5	5	['Desserts', 'Pop-Up Restaurants', 'Cupcakes']	$$	Avondale
1448	Me Hotdogs and More	Jacksonville	5	5	['Hot Dogs', 'Food Trucks']	$$	Westside
1449	Lily Pad	Jacksonville	5	18	['Cafes']	$$	Northside
1450	Kitchen & Catering	Jacksonville	5	37	['Southern', 'German', 'Puerto Rican']	$$	St. Nicholas
1451	Pizza & Grocery	Jacksonville	5	17	['Pizza', 'Halal', 'International Grocery']	$$	Greater Arlington
1452	& Spice	Jacksonville	5	15	['Food Trucks', 'Indian']	$$	Northside
1453	Sea Aquatics	Jacksonville	5	25	['Aquarium Services', 'Themed Cafes', 'Reptile Shops']	$$	Southside
1454		Jacksonville	5	60	['Indian']	$$	Westside
1455	Walrus	Jacksonville	5	12	['Vegan', 'Juice Bars & Smoothies']	$$	Westside
1456	Cafe	Jacksonville	5	11	['American (Traditional)', 'Breakfast & Brunch', 'Cafes']	$$	St. Nicholas
1457	Can Smoked Meats	Jacksonville	5	11	['Barbeque', 'Food Trucks']	$$	Orange Park
1458	Irish Pub	Jacksonville	5	10	['Irish Pub', 'American (Traditional)', 'Fish & Chips']	$$	Westside
1459	Due Leoni	Jacksonville	5	10	['Pizza']	$$	Southside
1460	Molino	Jacksonville	5	29	['Tapas/Small Plates', 'Wine Bars']	$$	Southbank
1461		Jacksonville	5	19	['Food Trucks', 'Puerto Rican']	$$	Jacksonville
1462	Cafe	Jacksonville	5	104	['Modern European']	$	Greater Arlington
1463	BBQ	Jacksonville	5	9	['Food Trucks', 'Barbeque', 'Sandwiches']	$	Jacksonville
1464	21 Bistro	Jacksonville	5	18	['Brazilian']	$	Southside
1465	Japanese Restaurant	Jacksonville	5	9	['Sushi Bars', 'Japanese']	$	Southside
1466	Kitchen	Jacksonville	5	8	['Breakfast & Brunch', 'Burgers', 'Sandwiches']	$	Eastside
1467	Conch Shell	Jacksonville	5	8	['Caribbean', 'Seafood']	$	Northside
1468	Deli	Jacksonville	5	8	['Food Trucks', 'Delis']	$	Jacksonville
1469	mix ceviche.&. grill	Jacksonville	5	8	['Peruvian']	$	Southside
1470	Miles from Cuba	Jacksonville	5	16	['Cuban']	$	Greater Arlington
1471	Taco Feliz	Jacksonville	5	50	['Food Trucks', 'Mexican']	$	Jacksonville
1472	Dog Party	Jacksonville	5	14	['Hot Dogs', 'Street Vendors', 'Vegan']	$	Riverside
1473	Social House	Jacksonville	5	13	['Cafes', 'Breakfast & Brunch', 'Tacos']	$	Westside
1474	Donuts	Jacksonville	5	50	['Bubble Tea', 'Donuts', 'Sandwiches']	$	Westside
1475	Boss	Jacksonville	5	6	['Food Stands', 'Tacos']	$	Greater Arlington
1476	China Box	Jacksonville	5	6	['Chinese', 'Halal', 'Seafood']	$	Greater Arlington
1477	Ramen	Jacksonville	5	18	['Ramen']	$$	Southside
1478	Blue’s Bistro	Jacksonville	5	6	['Food Trucks', 'American (Traditional)']	$$	Northside
1479		Jacksonville	5	6	['Sandwiches', 'Fast Food']	$	Westside
1480	Eddy’s Quick Mideast	Jacksonville	5	187	['Middle Eastern', 'Sandwiches', 'Soup']	$$	Southside
1481	Palms Cafe and Catering	Jacksonville	5	11	['Breakfast & Brunch', 'Mediterranean', 'American (Traditional)']	$$	St. Nicholas
1482	Sushi & Grill	Jacksonville	5	99	['Japanese', 'Salad', 'Soup']	$$	Southside
1483	Crab Company	Jacksonville	5	48	['Seafood', 'Seafood Markets']	$$	Westside
1484	Water Bar & Grill	Jacksonville	5	5	['American (Traditional)', 'Burgers']	$$	
1485	Meat Smokers	Jacksonville	5	5	['Barbeque', 'Smokehouse', 'Food Trucks']	$$	Downtown
1486	Level Coffee	Jacksonville	5	5	['Coffee & Tea', 'Breakfast & Brunch', 'Bagels']	$$	LaVilla
1487	Agava Azul	Jacksonville	5	10	['Food Trucks', 'Mexican']	$	Greater Arlington
1488	lounge Bar and Grill	Jacksonville	5	5	['Caribbean', 'Lounges']	$	Northside
1489	Soul Grille	Jacksonville	5	38	['Food Trucks', 'Latin American', 'Barbeque']	$	Southside
1490	Butt Hutt Smokehouse	Jacksonville	5	77	['Food Trucks', 'Barbeque', 'Smokehouse']	$$	Jacksonville
1491	Cafe Jax	Jacksonville	5	40	['Vegan', 'Desserts']	$$	St. Nicholas
1492		Jacksonville	5	13	['Salad', 'Mediterranean']	$$	Riverside
1493	Taphouse & Kitchen	Jacksonville	5	25	['American (Traditional)', 'Beer Bar', 'Desserts']	$$	Westside
1494	x bar	Jacksonville	5	57	['Wine Bars', 'Falafel', 'Acai Bowls']	$$	Westside
1495	Moon Sushi	Jacksonville	5	173	['Sushi Bars', 'Ramen']	$$	Southside
1496	Curry	Jacksonville	5	120	['Japanese Curry', 'Ramen']	$$	Southside
1497	Grill	Jacksonville	5	4	['Mediterranean', 'American (New)', 'Burgers']	$$	Southside
1498	Bodega Original	Jacksonville	5	48	['Latin American', 'Cuban']	$$	Westside
1499		Jacksonville	5	4	['Sandwiches']	$	St. Nicholas
1500	South	Jacksonville	5	8	['Breakfast & Brunch']	$	Southside
1501	King	Jacksonville	5	12	['Barbeque', 'Latin American', 'Sandwiches']	$	Westside
1502	Cemi Puerto Rican Cuisine	Jacksonville	5	4	['Puerto Rican']	$	Southside
1503	Chamo Criollo	Jacksonville	5	36	['Venezuelan', 'Food Trucks']	$	Greater Arlington
1504	Bakery Cafe	Jacksonville	4.5	35	['Bakeries', 'Breakfast & Brunch', 'Burgers']	$	Southbank
1505	Cuban Bistro	Jacksonville	4.5	31	['Bakeries', 'Cuban', 'Salad']	$$	Westside
1506		Jacksonville	4.5	22	['Mediterranean', 'Salad']	$$	Southside
1507	Mediterranean Kitchen	Jacksonville	4.5	232	['Mediterranean', 'Salad', 'Greek']	$$	Westside
1508	Munchies	Jacksonville	4.5	7	['Food Trucks', 'Filipino']	$$	Westside
1509	Bukahari Afghan Cuisine	Jacksonville	4.5	7	['Afghan']	$$	Southside
1510	Kitchen	Jacksonville	4.5	42	['Falafel', 'Food Trucks']	$	Southside
1511	Touchdown Grill	Jacksonville	4.5	7	['Breakfast & Brunch', 'Burgers', 'American (Traditional)']	$	Downtown
1512	Dash	Jacksonville	4.5	7	['Convenience Stores', 'Sandwiches']	$$	
1513	Sabrosa Grocery & Restaurant	Jacksonville	4.5	69	['Mexican', 'International Grocery', 'Latin American']	$	Westside
1514	and Noodles	Jacksonville	4.5	124	['Korean', 'Noodles', 'Ramen']	$	Greater Arlington
1515	In the City BBQ	Jacksonville	4.5	46	['Barbeque', 'Food Trucks']	$$	Jacksonville
1516	el Paso	Jacksonville	4.5	13	['Food Trucks', 'Mexican']	$$	Greater Arlington
1517	Fish Fry	Jacksonville	4.5	204	['Fish & Chips', 'Desserts']	$$	Southside
1518	Gaucha Brazilian Steakhouse	Jacksonville	4.5	822	['Brazilian', 'Steakhouses', 'Buffets']	$$$	Southside
1519	Pinoy Express	Jacksonville	4.5	16	['Filipino']	$$$	Westside
1520	Petit Paris	Jacksonville	4.5	470	['French', 'Breakfast & Brunch', 'Cafes']	$$	Southside
1521	Tacos	Jacksonville	4.5	35	['Tacos', 'Food Trucks']	$$	Orange Park
1522		Jacksonville	4.5	44	['Mediterranean', 'Greek']	$$	Greater Arlington
1523	Bear Sushi & Grill	Jacksonville	4.5	489	['Sushi Bars', 'Japanese', 'Seafood']	$$	Westside
1524	Saffron	Jacksonville	4.5	75	['Mediterranean', 'Food Trucks']	$$	Jacksonville
1525	Italian	Jacksonville	4.5	462	['Wine Bars', 'Italian', 'Coffee & Tea']	$$	Greater Arlington
1526	On Que	Jacksonville	4.5	24	['Caterers', 'Food Trucks', 'Barbeque']	$	Westside
1527	& Sub	Jacksonville	4.5	15	['Sushi Bars']	$	Southside
1528	Mideast Market	Jacksonville	4.5	6	['Bakeries', 'Imported Food', 'Middle Eastern']	$	Southside
1529		Jacksonville	4.5	30	['Food Trucks', 'Vegan']	$	Jacksonville
1530	Bakehouse	Jacksonville	4.5	108	['Bakeries', 'Coffee & Tea', 'Breakfast & Brunch']	$	Downtown
1531	Vista	Jacksonville	4.5	42	['Italian', 'Pizza', 'Sandwiches']	$	
1532	Cubano Jax	Jacksonville	4.5	9	['Cuban']	$	Northside
1533	Juice Bar	Jacksonville	4.5	12	['Wraps', 'Juice Bars & Smoothies', 'Acai Bowls']	$	Greater Arlington
1534		Jacksonville	4.5	15	['Cafes']	$	Downtown
1535	Five Points	Jacksonville	4.5	111	['Tapas/Small Plates', 'American (Traditional)', 'Wine Bars']	$$	Riverside
1536	On The Sugar Bakery Café	Jacksonville	4.5	15	['Bakeries', 'Cafes']	$$	Southside
1537	Linda Taco Truck	San Francisco	5	10	['Tacos', 'Food Trucks']	$$	
1538	A-1 Cafe Restaurant	San Francisco	5	11	['Chinese']	$$	Chinatown
1539	Japanese Bistro	San Francisco	5	6	['Japanese']	$$	SoMa
1540	Rancho Nuevo	San Francisco	5	7	['Food Trucks', 'Tacos']	$$	Ingleside Heights
1541		San Francisco	5	67	['Japanese', 'Sushi Bars']	$$$$	Lower Haight
1542	Aurora	San Francisco	5	23	['Specialty Food', 'Delis']	$$$$	Potrero Hill
1543	Cooperative Cafe	San Francisco	5	13	['Coffee & Tea', 'Cafes', 'Venues & Event Spaces']	$$$$	Civic Center
1544	Tacos	San Francisco	5	8	['Tacos']	$$$$	Mission
1545		San Francisco	5	9	['Soup', 'Salad', 'Gluten-Free']	$$$$	Russian Hill
1546	& Black	San Francisco	5	15	['Caterers', 'Wine Bars', 'Sandwiches']	$$$$	Civic Center
1547	kitchen	San Francisco	5	8	['Food Trucks', 'Italian', 'Soul Food']	$$$$	Bayview-Hunters Point
1548		San Francisco	5	6	['Kombucha', 'Vegan', 'Mediterranean']	$$$$	SoMa
1549	Kitchen	San Francisco	5	10	['Japanese', 'Asian Fusion']	$$$$	Bernal Heights
1550	- Temp. CLOSED	San Francisco	5	53	['Sandwiches']	$$	The Haight
1551	Vegana SF	San Francisco	5	8	['Vegan', 'Desserts', 'Food Trucks']	$$	Lakeshore
1552	Pollaio	San Francisco	5	39	['Italian', 'Salad', 'Wine Bars']	$$	Mission
1553	Delivery	San Francisco	5	5	['Korean', 'Barbeque', 'Food Delivery Services']	$$	San Francisco
1554	4 Madeleines	San Francisco	5	5	['Desserts', 'Food Stands']	$	Potrero Hill
1555	SHUKA	San Francisco	5	14	['Pop-Up Restaurants']	$	SoMa
1556		San Francisco	5	7	['Caterers', 'Italian', 'Cooking Classes']	$	Bayview-Hunters Point
1557	Pastaio Fresh Pasta	San Francisco	5	5	['Italian']	$	Bernal Heights
1558	Check-In Wine Lounge	San Francisco	5	21	['Wine Bars', 'Lounges', 'Tapas/Small Plates']	$	Outer Mission
1559	Pizza	San Francisco	5	16	['Pizza', 'Italian', 'Ice Cream & Frozen Yogurt']	$	Mission
1560	Iggy’s Restaurant	San Francisco	5	5	['Modern European', 'Ukrainian', 'Russian']	$	Bayview-Hunters Point
1561	it!	San Francisco	5	5	['Desserts', 'American (New)']	$$	Bayview-Hunters Point
1562	Cafe	San Francisco	5	8	['Pizza', 'Coffee & Tea', 'Sandwiches']	$$	Lower Nob Hill
1563	Latin Asian Rotisserie	San Francisco	5	7	['Chinese', 'Venezuelan', 'Asian Fusion']	$$	Tenderloin
1564	Marcha Express	San Francisco	5	5	['Spanish', 'Tapas/Small Plates']	$$	Mission Bay
1565	Gate Farmer’s Market & Deli	San Francisco	5	6	['Farmers Market', 'Delis']	$$	Outer Richmond
1566		San Francisco	5	9	['Georgian', 'Food Delivery Services']	$$	Daly City
1567		San Francisco	5	10	['Mediterranean']	$$	North Beach/Telegraph Hill
1568	& Cos	San Francisco	5	6	['Spanish', 'Personal Chefs']	$$	Civic Center
1569	Bakeshoppe	San Francisco	5	6	['Desserts', 'Gluten-Free']	$$	Outer Mission
1570	City Taqueria 2	San Francisco	5	5	['Mexican', 'Desserts', 'Breakfast & Brunch']	$$	Bernal Heights
1571		San Francisco	5	6	['Sandwiches']	$$	Mission
1572	French Club	San Francisco	5	5	['Social Clubs', 'French']	$$	Union Square
1573		San Francisco	5	44	['Beer Bar', 'Salad', 'Wine Bars']	$$	Lower Nob Hill
1574	15 Pop-Up	San Francisco	5	7	['Pop-Up Restaurants', 'Caterers']	$$	Mission
1575	BBQ	San Francisco	5	50	['Barbeque', 'Caterers']	$$	Parkside
1576	the Bold	San Francisco	5	36	['Thai', 'Vegan', 'Chicken Shop']	$$	Potrero Hill
1577	Mercado	San Francisco	5	35	['Beer, Wine & Spirits', 'Mexican']	$$	Nob Hill
1578	Bar	San Francisco	5	33	['Seafood', 'Japanese']	$$	Mission
1579	Fig Cafe	San Francisco	5	74	['Cafes']	$$	Russian Hill
1580	Carajo	San Francisco	5	41	['Mexican']	$$	Mission
1581	in a Haystack	San Francisco	5	58	['Ramen', 'American (New)']	$$$$	Inner Richmond
1582	Cuisine SF	San Francisco	5	19	['Indian', 'Himalayan/Nepalese']	$$$$	Nob Hill
1583	Loft	San Francisco	5	19	['Cocktail Bars', 'Breakfast & Brunch', 'Coffee & Tea']	$$	Union Square
1584	Market & Deli	San Francisco	5	75	['Grocery', 'Beer, Wine & Spirits', 'Sandwiches']	$$	NoPa
1585	& Tiger	San Francisco	5	55	['Filipino', 'Japanese']	$$	Tenderloin
1586	Bento Guys - Temp. CLOSED	San Francisco	5	36	['Japanese', 'Food Delivery Services', 'Comfort Food']	$$	SoMa
1587	Gonzalez	San Francisco	5	17	['Breakfast & Brunch', 'Cafes', 'Coffee & Tea']	$	Bernal Heights
1588		San Francisco	5	17	['Italian']	$	Nob Hill
1589	Magic Theater	San Francisco	5	1259	['Comedy Clubs', 'Magicians', 'Dinner Theater']	$$	San Francisco
1590	Restaurant	San Francisco	5	16	['Indian', 'Pakistani', 'Halal']	$$	Inner Richmond
1591	Hearts - Temp. CLOSED	San Francisco	5	26	['Caterers', 'Food Trucks', 'Vegan']	$$	San Francisco
1592	Eatery	San Francisco	5	12	['Breakfast & Brunch', 'Burgers', 'American (Traditional)']	$$	North Beach/Telegraph Hill
1593	Hot Wings	San Francisco	5	12	['Chicken Wings']	$$	Mission Bay
1594	Cafe	San Francisco	5	34	['Cafes', 'Empanadas']	$$	Noe Valley
1595	Greens	San Francisco	5	33	['Salad', 'Wraps', 'Vegetarian']	$$	Russian Hill
1596	Modern SF	San Francisco	5	83	['Turkish', 'Middle Eastern', 'Pop-Up Restaurants']	$$$	North Beach/Telegraph Hill
1597	Omakase	San Francisco	5	50	['Sushi Bars']	$$$$	Lower Nob Hill
1598	Harmony Cafe	San Francisco	5	10	['Cafes']	$$$$	Mission
1599	Fatma	San Francisco	5	10	['Salad', 'Burgers', 'Halal']	$$$$	Financial District
1600	Bistro SF	San Francisco	5	10	['Food Trucks', 'Pop-Up Restaurants']	$$$$	Bayview-Hunters Point
1601		San Francisco	5	29	['Sandwiches', 'Pizza', 'Wine Bars']	$$	Mission
1602	Pies	San Francisco	5	28	['Desserts', 'Food Stands']	$$	Outer Mission
1603	Fresh Cup	San Francisco	5	9	['Coffee & Tea', 'Juice Bars & Smoothies', 'Sandwiches']	$$	Mission
1604		San Francisco	5	43	['Tapas/Small Plates', 'Burgers', 'Tacos']	$$	Lower Nob Hill
1605	Kitchen	San Francisco	5	17	['Chinese', 'Soup', 'Chicken Wings']	$$	Mission Bay
1606	Republic	San Francisco	5	17	['Korean', 'Thai']	$$	Inner Sunset
1607	Josephine	San Francisco	5	24	['Coffee & Tea', 'Breakfast & Brunch', 'Sandwiches']	$$	Corona Heights
1608		San Francisco	5	16	['Pop-Up Restaurants', 'Colombian']	$$	Mission
1609	Classic	San Francisco	5	8	['Burmese']	$$	Bayview-Hunters Point
